continent,country,year,fertility,lifeExpectancy,mean_house_income,median_age_year,population
Europe,Poland,1997,1.56,72.7,3280.0,33.5,38400000.0
Asia,North Korea,1997,2.04,62.6,994.0,27.7,22800000.0
Europe,Portugal,1997,1.45,75.9,8830.0,35.8,10100000.0
South America,Paraguay,1997,3.91,75.5,5170.0,18.7,4820000.0
Asia,Qatar,1997,3.47,70.1,8440.0,28.8,551000.0
Europe,Romania,1997,1.32,69.1,2250.0,33.3,22300000.0
Asia,Russia,1997,1.22,67.2,4430.0,34.6,148000000.0
Africa,Rwanda,1997,5.94,46.8,661.0,14.2,7670000.0
Asia,Saudi Arabia,1997,4.53,69.8,9060.0,19.9,19900000.0
Africa,Sudan,1997,5.68,61.8,1090.0,15.4,24500000.0
Africa,Senegal,1997,5.77,59.6,915.0,16.2,9050000.0
Asia,Singapore,1997,1.61,77.9,15200.0,32.2,3760000.0
Oceania,Solomon Islands,1997,4.97,56.8,1530.0,16.9,397000.0
Africa,Sierra Leone,1997,6.51,51.5,793.0,17.0,4410000.0
North America,El Salvador,1997,3.38,72.1,2580.0,19.2,5840000.0
Africa,Somalia,1997,7.69,50.1,392.0,15.4,7730000.0
Europe,Serbia,1997,1.84,70.2,4290.0,37.7,8000000.0
Africa,South Sudan,1997,6.44,54.5,726.0,15.2,5590000.0
Africa,Sao Tome and Principe,1997,5.44,64.1,1140.0,16.2,138000.0
South America,Suriname,1997,2.97,71.5,2650.0,22.0,453000.0
Europe,Slovak Republic,1997,1.45,73.0,5490.0,32.0,5370000.0
Europe,Slovenia,1997,1.24,75.3,8340.0,35.6,1990000.0
Europe,Sweden,1997,1.53,79.5,11800.0,37.9,8810000.0
Africa,Seychelles,1997,2.22,71.2,6600.0,24.2,76500.0
Asia,Syria,1997,4.32,70.4,2530.0,17.0,15100000.0
Africa,Chad,1997,7.42,52.8,624.0,14.9,7450000.0
Africa,Togo,1997,5.59,56.7,1080.0,16.8,4590000.0
Asia,Thailand,1997,1.78,71.7,3200.0,28.2,61000000.0
Asia,Tajikistan,1997,4.33,65.6,713.0,16.5,6120000.0
Asia,Turkmenistan,1997,3.15,64.3,1070.0,19.5,4360000.0
Asia,Timor-Leste,1997,6.83,63.4,1170.0,17.5,843000.0
Oceania,Tonga,1997,4.34,71.4,3320.0,18.7,101000.0
North America,Trinidad and Tobago,1997,1.84,70.2,4000.0,25.2,1320000.0
Africa,Tunisia,1997,2.38,73.5,2510.0,22.0,9560000.0
Asia,Turkey,1997,2.66,72.0,3640.0,22.8,61300000.0
Africa,Tanzania,1997,5.78,52.6,484.0,16.2,31800000.0
Africa,Uganda,1997,6.97,48.4,794.0,14.0,21900000.0
Europe,Ukraine,1997,1.27,67.9,2000.0,35.8,50200000.0
South America,Uruguay,1997,2.33,74.1,6990.0,30.6,3250000.0
North America,United States,1997,1.97,76.8,21400.0,33.5,272000000.0
Asia,Uzbekistan,1997,3.19,65.4,1120.0,19.5,23900000.0
North America,St. Vincent and the Grenadines,1997,2.58,70.9,4670.0,21.7,114000.0
South America,Venezuela,1997,2.97,74.1,5930.0,21.3,23000000.0
Asia,Vietnam,1997,2.36,71.3,1080.0,21.6,76100000.0
Oceania,Vanuatu,1997,4.61,62.1,1620.0,16.7,179000.0
Oceania,Samoa,1997,4.64,68.0,2480.0,18.3,179000.0
Asia,Yemen,1997,6.99,62.0,2040.0,13.8,17100000.0
Africa,South Africa,1997,2.97,59.5,2420.0,20.3,45300000.0
Africa,Zambia,1997,6.12,45.7,1300.0,14.5,9130000.0
Africa,Zimbabwe,1997,4.24,51.2,2880.0,16.1,11400000.0
Asia,Afghanistan,1998,7.62,53.3,905.0,14.3,18500000.0
Africa,Angola,1998,6.73,50.6,848.0,15.5,15400000.0
Europe,Albania,1998,2.33,74.8,2260.0,25.5,3230000.0
Asia,United Arab Emirates,1998,2.91,69.2,60000.0,26.2,2920000.0
South America,Argentina,1998,2.62,73.7,9320.0,26.6,36200000.0
Europe,Armenia,1998,1.5,71.6,1610.0,28.0,3240000.0
North America,Antigua and Barbuda,1998,2.3,74.5,8270.0,26.7,72600.0
Oceania,Australia,1998,1.77,79.1,13100.0,33.8,18600000.0
Europe,Austria,1998,1.37,77.9,16900.0,36.3,7980000.0
Europe,Azerbaijan,1998,2.21,66.0,2270.0,23.9,8039999.999999999
Africa,Burundi,1998,7.13,43.9,471.0,14.2,6040000.0
Europe,Belgium,1998,1.61,77.7,15100.0,37.3,10200000.0
Africa,Benin,1998,6.12,57.2,863.0,16.0,6580000.0
Africa,Burkina Faso,1998,6.7,51.6,592.0,15.2,11200000.0
Asia,Bangladesh,1998,3.35,64.5,1080.0,19.1,124000000.0
Europe,Bulgaria,1998,1.2,69.4,2800.0,37.9,8230000.0
Asia,Bahrain,1998,2.86,71.0,12000.0,24.2,672000.0
North America,Bahamas,1998,2.26,71.4,15200.0,25.0,315000.0
Europe,Bosnia and Herzegovina,1998,1.62,74.9,3670.0,32.3,4120000.0
Europe,Belarus,1998,1.29,68.4,1640.0,34.8,10400000.0
North America,Belize,1998,3.81,70.6,3050.0,18.0,225000.0
South America,Bolivia,1998,4.27,65.5,3200.0,19.4,8289999.999999999
South America,Brazil,1998,2.43,70.4,4630.0,23.7,171000000.0
North America,Barbados,1998,1.74,74.5,10800.0,31.7,264000.0
Asia,Brunei,1998,2.49,72.2,7350.0,21.9,320000.0
Asia,Bhutan,1998,4.0,65.4,1100.0,18.9,557000.0
Africa,Botswana,1998,3.61,47.6,2570.0,17.8,1660000.0
Africa,Central African Republic,1998,5.54,43.8,568.0,15.8,3560000.0
North America,Canada,1998,1.56,78.8,16700.0,35.0,30100000.0
Europe,Switzerland,1998,1.47,79.9,19900.0,37.1,7110000.0
South America,Chile,1998,2.18,76.2,6030.0,27.2,15000000.0
Asia,China,1998,1.5,70.9,1060.0,27.8,1250000000.0
Africa,Cameroon,1998,5.72,55.2,1280.0,15.9,14300000.0
South America,Colombia,1998,2.48,74.0,3240.0,22.5,37900000.0
Africa,Comoros,1998,5.29,60.3,2790.0,15.7,516000.0
Africa,Cape Verde,1998,4.07,69.7,2150.0,16.4,440000.0
North America,Costa Rica,1998,2.56,77.4,4700.0,23.9,3820000.0
North America,Cuba,1998,1.63,76.3,7030.0,31.0,11000000.0
Europe,Cyprus,1998,1.86,76.0,7800.0,30.2,915000.0
Europe,Czech Republic,1998,1.17,74.7,7380.0,35.9,10300000.0
Europe,Germany,1998,1.34,77.8,17300.0,38.3,81500000.0
Africa,Djibouti,1998,4.78,60.2,1640.0,18.3,695000.0
Europe,Denmark,1998,1.72,76.7,15300.0,37.0,5300000.0
North America,Dominican Republic,1998,2.97,73.2,4940.0,20.8,8279999.999999999
Africa,Algeria,1998,2.8,70.2,2400.0,19.8,29900000.0
South America,Ecuador,1998,3.16,74.1,2510.0,20.7,12200000.0
Africa,Egypt,1998,3.37,67.5,1910.0,19.5,68400000.0
Africa,Eritrea,1998,5.55,54.5,2820.0,16.5,2320000.0
Europe,Spain,1998,1.2,79.0,10400.0,35.6,40400000.0
Europe,Estonia,1998,1.32,69.9,4280.0,36.3,1410000.0
Africa,Ethiopia,1998,6.77,51.1,784.0,15.2,63100000.0
Europe,Finland,1998,1.71,77.6,13100.0,37.7,5150000.0
Oceania,Fiji,1998,3.17,66.5,2260.0,20.5,814000.0
Europe,France,1998,1.77,78.8,14400.0,36.3,58100000.0
Africa,Gabon,1998,4.72,60.1,3100.0,17.9,1210000.0
Europe,United Kingdom,1998,1.71,77.5,14400.0,36.1,58400000.0
Europe,Georgia,1998,1.69,70.6,1940.0,31.9,4520000.0
Africa,Ghana,1998,4.97,59.7,1250.0,16.7,18700000.0
Africa,Guinea,1998,6.21,54.3,922.0,16.5,7990000.0
Africa,Gambia,1998,5.98,61.5,681.0,15.9,1360000.0
Africa,Guinea-Bissau,1998,6.01,49.8,794.0,16.0,1180000.0
Africa,Equatorial Guinea,1998,5.91,55.5,2130.0,17.9,630000.0
Europe,Greece,1998,1.33,78.2,9640.0,36.8,10900000.0
North America,Grenada,1998,2.76,71.9,6660.0,22.7,106000.0
North America,Guatemala,1998,4.8,65.4,3520.0,16.5,11200000.0
South America,Guyana,1998,3.05,63.5,2440.0,21.0,757000.0
North America,Honduras,1998,4.29,63.4,2520.0,16.7,6310000.0
Europe,Croatia,1998,1.49,73.8,11900.0,37.5,4660000.0
North America,Haiti,1998,4.55,56.5,1230.0,18.0,8060000.000000001
Europe,Hungary,1998,1.37,71.0,4470.0,37.2,10300000.0
Asia,Indonesia,1998,2.54,66.8,702.0,23.1,208000000.0
Asia,India,1998,3.45,62.1,965.0,21.2,1020000000.0
Europe,Ireland,1998,1.93,76.3,11900.0,31.0,3680000.0
Asia,Iran,1998,2.53,71.3,3990.0,19.5,63500000.0
Asia,Iraq,1998,5.11,67.9,1880.0,16.8,23100000.0
Europe,Iceland,1998,2.05,79.5,14400.0,31.4,274000.0
Asia,Israel,1998,2.92,78.4,9060.0,26.4,5870000.0
Europe,Italy,1998,1.23,79.0,14600.0,38.6,56900000.0
North America,Jamaica,1998,2.67,74.9,3690.0,21.7,2580000.0
Asia,Jordan,1998,4.23,72.3,2900.0,18.4,4840000.0
Asia,Japan,1998,1.35,81.0,13300.0,40.0,126000000.0
Asia,Kazakhstan,1998,1.98,64.5,2100.0,26.1,15500000.0
Africa,Kenya,1998,5.3,55.1,1810.0,15.3,29100000.0
Asia,Kyrgyz Republic,1998,2.88,67.2,1550.0,20.5,4810000.0
Asia,Cambodia,1998,4.15,59.6,965.0,17.1,11700000.0
Oceania,Kiribati,1998,4.17,56.0,1940.0,18.2,85800.0
Asia,South Korea,1998,1.47,75.6,8350.0,29.7,46300000.0
Asia,Kuwait,1998,2.9,78.5,18700.0,24.9,1820000.0
Asia,Lao,1998,4.72,57.3,1020.0,17.0,5250000.0
Asia,Lebanon,1998,2.39,74.2,6880.0,22.6,4179999.9999999995
Africa,Liberia,1998,6.01,53.0,602.0,17.4,2640000.0
Africa,Libya,1998,3.11,74.8,11600.0,20.8,4980000.0
North America,St. Lucia,1998,2.5,72.8,1240.0,22.3,157000.0
Asia,Sri Lanka,1998,2.24,71.2,1880.0,25.8,18600000.0
Africa,Lesotho,1998,4.3,52.0,808.0,18.1,1990000.0
Europe,Lithuania,1998,1.44,71.5,3910.0,34.2,3670000.0
Europe,Luxembourg,1998,1.72,77.5,21100.0,36.0,424000.0
Europe,Latvia,1998,1.18,69.3,3390.0,36.1,2460000.0
Africa,Morocco,1998,2.93,68.8,2300.0,20.7,27800000.0
Europe,Moldova,1998,1.62,68.8,1350.0,31.4,4350000.0
Africa,Madagascar,1998,5.75,58.6,701.0,16.2,15300000.0
Asia,Maldives,1998,3.4,70.8,1680.0,16.8,274000.0
North America,Mexico,1998,2.82,73.2,2890.0,21.2,94800000.0
Europe,North Macedonia,1998,1.81,71.1,2870.0,32.0,2009999.9999999998
Africa,Mali,1998,6.95,51.0,637.0,15.3,10600000.0
Europe,Malta,1998,1.83,78.5,12200.0,35.1,392000.0
Asia,Myanmar,1998,2.95,58.1,429.0,22.4,44500000.0
Europe,Montenegro,1998,1.91,73.7,4260.0,31.6,634000.0
Asia,Mongolia,1998,2.31,60.4,1120.0,20.0,2410000.0
Africa,Mozambique,1998,5.85,52.6,502.0,16.8,16900000.0
Africa,Mauritania,1998,5.58,62.6,1600.0,16.5,2550000.0
Africa,Mauritius,1998,2.04,71.8,3030.0,27.3,1190000.0
Africa,Malawi,1998,6.26,45.5,1220.0,16.0,10700000.0
Asia,Malaysia,1998,3.04,72.9,6370.0,22.5,21800000.0
Africa,Namibia,1998,4.23,56.5,2450.0,17.8,1740000.0
Africa,Niger,1998,7.7,51.1,542.0,15.4,10900000.0
Africa,Nigeria,1998,6.16,54.6,850.0,16.9,117000000.0
North America,Nicaragua,1998,3.33,70.4,2130.0,17.4,4970000.0
Europe,Netherlands,1998,1.63,78.1,15300.0,35.8,15700000.0
Europe,Norway,1998,1.81,78.5,17900.0,35.5,4430000.0
Asia,Nepal,1998,4.33,64.0,876.0,18.3,23700000.0
Oceania,New Zealand,1998,1.96,77.9,13700.0,32.6,3810000.0
Asia,Oman,1998,4.3,68.6,7740.0,19.1,2280000.0
Asia,Pakistan,1998,4.89,60.7,1220.0,16.9,145000000.0
North America,Panama,1998,2.79,76.8,4690.0,22.7,2890000.0
South America,Peru,1998,3.06,73.4,3330.0,20.8,25800000.0
Asia,Philippines,1998,3.89,70.2,2070.0,19.6,74500000.0
Oceania,Papua New Guinea,1998,4.6,62.4,1120.0,18.3,5140000.0
Europe,Poland,1998,1.48,73.1,4870.0,33.8,38400000.0
Asia,North Korea,1998,2.01,62.5,1020.0,28.2,23000000.0
Europe,Portugal,1998,1.46,76.2,9210.0,36.1,10200000.0
South America,Paraguay,1998,3.8,75.6,4930.0,18.8,4920000.0
Asia,Qatar,1998,3.41,70.2,9040.0,28.7,581000.0
Europe,Romania,1998,1.31,69.8,2600.0,33.4,22200000.0
Asia,Russia,1998,1.23,67.5,3980.0,34.9,148000000.0
Africa,Rwanda,1998,5.84,47.9,657.0,14.5,7910000.0
Asia,Saudi Arabia,1998,4.33,70.0,9150.0,20.3,20500000.0
Africa,Sudan,1998,5.61,62.0,1100.0,15.6,25000000.0
Africa,Senegal,1998,5.67,59.7,934.0,16.3,9260000.0
Asia,Singapore,1998,1.48,78.3,14300.0,32.7,3870000.0
Oceania,Solomon Islands,1998,4.87,56.9,1520.0,17.0,408000.0
Africa,Sierra Leone,1998,6.46,49.8,801.0,17.0,4450000.0
North America,El Salvador,1998,3.26,71.4,3040.0,19.5,5890000.0
Africa,Somalia,1998,7.68,50.8,388.0,15.3,8060000.000000001
Europe,Serbia,1998,1.82,70.7,4410.0,38.0,7990000.0
Africa,South Sudan,1998,6.38,55.4,747.0,15.2,5700000.0
Africa,Sao Tome and Principe,1998,5.38,64.2,1140.0,16.3,140000.0
South America,Suriname,1998,2.94,70.8,2660.0,22.4,462000.0
Europe,Slovak Republic,1998,1.38,73.0,5460.0,32.3,5370000.0
Europe,Slovenia,1998,1.22,75.5,8540.0,36.0,1990000.0
Europe,Sweden,1998,1.52,79.6,12300.0,38.1,8830000.0
Africa,Seychelles,1998,2.18,71.6,7020.0,24.3,77700.0
Asia,Syria,1998,4.23,70.4,2640.0,17.3,15500000.0
Africa,Chad,1998,7.41,52.5,645.0,14.7,7710000.0
Africa,Togo,1998,5.52,56.6,1020.0,16.9,4730000.0
Asia,Thailand,1998,1.74,71.8,3200.0,28.9,61700000.0
Asia,Tajikistan,1998,4.19,65.7,741.0,16.7,6160000.0
Asia,Turkmenistan,1998,3.01,64.7,1090.0,19.7,4430000.0
Asia,Timor-Leste,1998,6.99,63.8,1160.0,17.4,855000.0
Oceania,Tonga,1998,4.3,71.0,3400.0,18.9,101000.0
North America,Trinidad and Tobago,1998,1.8,69.9,4290.0,25.5,1320000.0
Africa,Tunisia,1998,2.29,73.8,2600.0,22.4,9680000.0
Asia,Turkey,1998,2.61,72.7,3670.0,23.0,62200000.0
Africa,Tanzania,1998,5.74,52.6,466.0,16.2,32600000.0
Africa,Uganda,1998,6.94,48.7,788.0,13.9,22500000.0
Europe,Ukraine,1998,1.22,68.7,1780.0,36.1,49700000.0
South America,Uruguay,1998,2.29,74.1,6910.0,30.7,3260000.0
North America,United States,1998,2.0,76.9,21900.0,33.7,276000000.0
Asia,Uzbekistan,1998,3.03,65.4,1030.0,19.7,24300000.0
North America,St. Vincent and the Grenadines,1998,2.51,71.0,4870.0,22.1,114000.0
South America,Venezuela,1998,2.92,74.0,5920.0,21.6,23500000.0
Asia,Vietnam,1998,2.21,71.7,1110.0,22.0,77100000.0
Oceania,Vanuatu,1998,4.54,63.5,1660.0,16.7,183000.0
Oceania,Samoa,1998,4.59,68.2,2520.0,18.4,180000.0
Asia,Yemen,1998,6.74,62.5,2100.0,13.9,17600000.0
Africa,South Africa,1998,2.92,58.0,2390.0,20.5,45900000.0
Africa,Zambia,1998,6.09,45.5,1300.0,14.6,9370000.0
Africa,Zimbabwe,1998,4.16,49.7,2920.0,16.4,11500000.0
Asia,Afghanistan,1999,7.57,54.7,929.0,14.2,19300000.0
Africa,Angola,1999,6.68,51.9,851.0,15.5,15900000.0
Europe,Albania,1999,2.25,75.1,2260.0,25.9,3210000.0
Asia,United Arab Emirates,1999,2.77,69.2,58600.0,26.1,3100000.0
South America,Argentina,1999,2.59,73.8,9030.0,26.7,36700000.0
Europe,Armenia,1999,1.4,71.9,1470.0,28.3,3210000.0
North America,Antigua and Barbuda,1999,2.32,74.7,8750.0,27.1,73800.0
Oceania,Australia,1999,1.76,79.4,13500.0,34.1,18800000.0
Europe,Austria,1999,1.34,78.2,17500.0,36.7,7990000.0
Europe,Azerbaijan,1999,2.11,66.2,2350.0,24.2,8100000.0
Africa,Burundi,1999,7.07,44.3,483.0,14.5,6180000.0
Europe,Belgium,1999,1.62,77.8,15600.0,37.6,10200000.0
Africa,Benin,1999,6.04,57.3,882.0,16.1,6790000.0
Africa,Burkina Faso,1999,6.65,52.1,638.0,15.3,11500000.0
Asia,Bangladesh,1999,3.23,65.1,1090.0,19.4,127000000.0
Europe,Bulgaria,1999,1.18,70.0,3060.0,38.2,8160000.0
Asia,Bahrain,1999,2.81,71.2,12100.0,24.6,692000.0
North America,Bahamas,1999,2.17,70.8,16300.0,25.4,320000.0
Europe,Bosnia and Herzegovina,1999,1.56,75.4,4020.0,32.6,4150000.0000000005
Europe,Belarus,1999,1.26,68.2,1750.0,35.2,10300000.0
North America,Belize,1999,3.7,70.3,3170.0,18.3,233000.0
South America,Bolivia,1999,4.16,66.0,3000.0,19.5,8440000.0
South America,Brazil,1999,2.37,70.8,4350.0,24.0,173000000.0
North America,Barbados,1999,1.74,74.8,11300.0,32.0,264000.0
Asia,Brunei,1999,2.36,72.3,6990.0,22.1,327000.0
Asia,Bhutan,1999,3.8,66.0,1150.0,19.1,571000.0
Africa,Botswana,1999,3.49,46.4,2680.0,18.1,1690000.0
Africa,Central African Republic,1999,5.52,43.8,596.0,15.8,3660000.0
North America,Canada,1999,1.54,79.1,16800.0,35.4,30400000.0
Europe,Switzerland,1999,1.45,80.1,20200.0,37.4,7140000.0
South America,Chile,1999,2.14,76.5,5590.0,27.6,15200000.0
Asia,China,1999,1.49,71.2,1090.0,28.3,1260000000.0
Africa,Cameroon,1999,5.65,54.8,1370.0,15.9,14700000.0
South America,Colombia,1999,2.43,74.1,3170.0,22.7,38600000.0
Africa,Comoros,1999,5.31,61.2,2770.0,15.8,526000.0
Africa,Cape Verde,1999,3.91,69.7,2340.0,16.7,450000.0
North America,Costa Rica,1999,2.46,77.3,4570.0,24.2,3900000.0
North America,Cuba,1999,1.63,76.6,7350.0,31.6,11100000.0
Europe,Cyprus,1999,1.78,76.3,8080.0,30.4,932000.0
Europe,Czech Republic,1999,1.13,75.0,7520.0,36.1,10200000.0
Europe,Germany,1999,1.35,78.1,17700.0,38.7,81600000.0
Africa,Djibouti,1999,4.62,60.3,1630.0,18.7,719000.0
Europe,Denmark,1999,1.74,76.7,15700.0,37.1,5320000.0
North America,Dominican Republic,1999,2.93,73.4,5080.0,21.1,8410000.0
Africa,Algeria,1999,2.64,70.7,2440.0,20.3,30300000.0
South America,Ecuador,1999,3.09,74.2,2750.0,20.9,12400000.0
Africa,Egypt,1999,3.29,67.9,2020.0,19.7,69900000.0
Africa,Eritrea,1999,5.43,47.3,2090.0,16.3,2360000.0
Europe,Spain,1999,1.21,79.1,10800.0,36.0,40500000.0
Europe,Estonia,1999,1.31,70.7,4100.0,36.7,1400000.0
Africa,Ethiopia,1999,6.66,50.8,779.0,15.1,65099999.99999999
Europe,Finland,1999,1.73,77.8,13600.0,38.0,5170000.0
Oceania,Fiji,1999,3.13,65.9,2440.0,20.8,823000.0
Europe,France,1999,1.79,78.9,14900.0,36.5,58400000.0
Africa,Gabon,1999,4.63,59.8,2760.0,18.0,1240000.0
Europe,United Kingdom,1999,1.69,77.6,14900.0,36.3,58600000.0
Europe,Georgia,1999,1.64,70.7,1680.0,32.2,4390000.0
Africa,Ghana,1999,4.9,59.7,1300.0,16.9,19200000.0
Africa,Guinea,1999,6.15,54.4,888.0,16.4,8170000.0
Africa,Gambia,1999,5.97,61.5,758.0,15.9,1400000.0
Africa,Guinea-Bissau,1999,5.91,50.0,802.0,16.1,1210000.0
Africa,Equatorial Guinea,1999,5.88,56.6,1940.0,18.0,655000.0
Europe,Greece,1999,1.33,78.2,9890.0,37.0,11000000.0
North America,Grenada,1999,2.67,71.9,7110.0,22.9,107000.0
North America,Guatemala,1999,4.7,66.4,3690.0,16.6,11500000.0
South America,Guyana,1999,3.04,64.1,2400.0,21.1,758000.0
North America,Honduras,1999,4.17,69.9,2340.0,16.9,6480000.0
Europe,Croatia,1999,1.47,74.1,5980.0,37.7,4610000.0
North America,Haiti,1999,4.43,57.0,1240.0,18.2,8210000.000000001
Europe,Hungary,1999,1.33,71.1,4540.0,37.4,10200000.0
Asia,Indonesia,1999,2.52,67.0,959.0,23.4,211000000.0
Asia,India,1999,3.38,62.6,978.0,21.4,1040000000.0
Europe,Ireland,1999,1.94,76.4,13100.0,31.2,3720000.0
Asia,Iran,1999,2.36,71.6,4270.0,20.1,64500000.0
Asia,Iraq,1999,5.0,68.3,2140.0,16.9,23800000.0
Europe,Iceland,1999,2.02,79.9,14800.0,31.7,278000.0
Asia,Israel,1999,2.92,78.7,9360.0,26.6,5990000.0
Europe,Italy,1999,1.24,79.3,14800.0,38.9,56900000.0
North America,Jamaica,1999,2.62,74.5,4070.0,21.9,2600000.0
Asia,Jordan,1999,4.13,72.5,3000.0,18.5,4950000.0
Asia,Japan,1999,1.34,81.2,13200.0,40.4,127000000.0
Asia,Kazakhstan,1999,1.94,64.8,2040.0,26.4,15300000.0
Africa,Kenya,1999,5.24,54.9,1760.0,15.5,30000000.0
Asia,Kyrgyz Republic,1999,2.76,67.6,1200.0,20.7,4880000.0
Asia,Cambodia,1999,3.97,60.0,999.0,17.8,11900000.0
Oceania,Kiribati,1999,4.11,56.2,1880.0,18.3,87300.0
Asia,South Korea,1999,1.41,76.0,9230.0,30.2,46500000.0
Asia,Kuwait,1999,2.89,77.8,17200.0,24.9,1880000.0
Asia,Lao,1999,4.51,57.8,1030.0,17.2,5340000.0
Asia,Lebanon,1999,2.31,74.6,6750.0,22.9,4250000.0
Africa,Liberia,1999,5.95,53.8,684.0,17.5,2790000.0
Africa,Libya,1999,2.98,74.9,11500.0,21.2,5060000.0
North America,St. Lucia,1999,2.35,73.1,1300.0,22.8,158000.0
Asia,Sri Lanka,1999,2.24,71.6,1930.0,26.1,18700000.0
Africa,Lesotho,1999,4.2,50.2,814.0,18.3,1990000.0
Europe,Lithuania,1999,1.38,71.9,3860.0,34.6,3630000.0
Europe,Luxembourg,1999,1.71,77.8,22600.0,36.2,429000.0
Europe,Latvia,1999,1.17,70.1,3650.0,36.6,2430000.0
Africa,Morocco,1999,2.85,68.9,2340.0,21.0,28200000.0
Europe,Moldova,1999,1.53,68.8,1180.0,31.5,4300000.0
Africa,Madagascar,1999,5.65,59.1,702.0,16.3,15700000.0
Asia,Maldives,1999,3.16,71.6,1780.0,17.3,278000.0
North America,Mexico,1999,2.77,73.7,3180.0,21.5,96300000.0
Europe,North Macedonia,1999,1.77,71.4,2700.0,32.1,2020000.0
Africa,Mali,1999,6.92,52.9,694.0,15.4,10900000.0
Europe,Malta,1999,1.75,78.6,12700.0,35.4,396000.0
Asia,Myanmar,1999,2.93,58.5,470.0,22.6,45000000.0
Europe,Montenegro,1999,1.89,73.6,3870.0,31.9,634000.0
Asia,Mongolia,1999,2.22,60.7,1250.0,20.3,2430000.0
Africa,Mozambique,1999,5.83,52.4,519.0,16.7,17300000.0
Africa,Mauritania,1999,5.51,63.1,1630.0,16.5,2620000.0
Africa,Mauritius,1999,2.01,71.9,3070.0,27.6,1210000.0
Africa,Malawi,1999,6.2,45.5,1100.0,16.0,11000000.0
Asia,Malaysia,1999,2.91,72.1,6570.0,22.8,22400000.0
Africa,Namibia,1999,4.12,55.2,2460.0,17.8,1780000.0
Africa,Niger,1999,7.69,51.5,554.0,15.3,11200000.0
Africa,Nigeria,1999,6.13,54.6,850.0,17.0,120000000.0
North America,Nicaragua,1999,3.2,73.3,2160.0,17.7,5050000.0
Europe,Netherlands,1999,1.65,78.1,16000.0,36.1,15800000.0
Europe,Norway,1999,1.85,78.7,18200.0,35.7,4460000.0
Asia,Nepal,1999,4.18,64.8,918.0,18.3,24100000.0
Oceania,New Zealand,1999,2.0,78.0,14100.0,33.0,3830000.0
Asia,Oman,1999,3.99,68.8,7720.0,19.4,2310000.0
Asia,Pakistan,1999,4.73,60.9,1170.0,17.0,150000000.0
North America,Panama,1999,2.77,77.3,4930.0,23.0,2940000.0
South America,Peru,1999,2.99,74.4,3270.0,21.1,26300000.0
Asia,Philippines,1999,3.85,70.5,2110.0,19.8,76200000.0
Oceania,Papua New Guinea,1999,4.57,63.3,1120.0,18.4,5320000.0
Europe,Poland,1999,1.41,73.2,4790.0,34.0,38400000.0
Asia,North Korea,1999,2.0,62.5,1110.0,28.6,23200000.0
Europe,Portugal,1999,1.46,76.4,9510.0,36.4,10200000.0
South America,Paraguay,1999,3.68,75.5,4700.0,19.0,5030000.0
Asia,Qatar,1999,3.33,70.6,9080.0,28.7,613000.0
Europe,Romania,1999,1.31,70.7,1790.0,33.5,22000000.0
Asia,Russia,1999,1.16,66.2,3170.0,35.3,147000000.0
Africa,Rwanda,1999,5.74,49.3,653.0,15.0,8010000.0
Asia,Saudi Arabia,1999,4.14,70.2,8630.0,20.7,21000000.0
Africa,Sudan,1999,5.54,62.9,1100.0,15.8,25600000.0
Africa,Senegal,1999,5.57,60.1,955.0,16.4,9480000.0
Asia,Singapore,1999,1.47,78.8,15400.0,33.2,3970000.0
Oceania,Solomon Islands,1999,4.79,57.0,1470.0,17.1,419000.0
Africa,Sierra Leone,1999,6.39,50.0,810.0,16.9,4480000.0
North America,El Salvador,1999,3.14,72.8,3170.0,19.8,5920000.0
Africa,Somalia,1999,7.66,51.1,387.0,15.3,8380000.000000001
Europe,Serbia,1999,1.79,68.9,3890.0,38.3,7960000.0
Africa,South Sudan,1999,6.3,56.3,782.0,15.3,5850000.0
Africa,Sao Tome and Principe,1999,5.33,64.6,1150.0,16.5,142000.0
South America,Suriname,1999,2.9,70.2,2610.0,22.8,470000.0
Europe,Slovak Republic,1999,1.31,73.3,5440.0,32.6,5370000.0
Europe,Slovenia,1999,1.21,75.8,8640.0,36.4,1990000.0
Europe,Sweden,1999,1.51,79.8,12800.0,38.2,8850000.0
Africa,Seychelles,1999,2.16,71.8,7010.0,24.8,78800.0
Asia,Syria,1999,4.14,70.9,2490.0,17.5,15900000.0
Africa,Chad,1999,7.38,52.5,618.0,14.6,7980000.0
Africa,Togo,1999,5.46,56.5,1010.0,17.1,4870000.0
Asia,Thailand,1999,1.71,71.4,3060.0,29.5,62400000.0
Asia,Tajikistan,1999,4.05,66.3,756.0,17.0,6190000.0
Asia,Turkmenistan,1999,2.9,65.5,1150.0,19.9,4500000.0
Asia,Timor-Leste,1999,7.08,58.5,758.0,17.3,867000.0
Oceania,Tonga,1999,4.27,70.6,3520.0,19.1,102000.0
North America,Trinidad and Tobago,1999,1.77,69.8,4630.0,25.9,1330000.0
Africa,Tunisia,1999,2.21,74.0,2680.0,22.9,9790000.0
Asia,Turkey,1999,2.56,72.8,3710.0,23.3,63200000.0
Africa,Tanzania,1999,5.71,53.0,448.0,16.3,33500000.0
Africa,Uganda,1999,6.9,49.1,782.0,13.8,23300000.0
Europe,Ukraine,1999,1.17,68.3,1590.0,36.5,49300000.0
South America,Uruguay,1999,2.27,74.4,6830.0,30.8,3280000.0
